id,name,"model (C=county, D=district, 1=all-up, 3=thirds, etc.)","type (LC=leader&cabinet, etc.)",total,majority,coalition,con,lab,ld,grn,ukip,pc,snp,dup,sf,uup,sdlp,ali,tuv,pup,ind,vacant,boundary,"ons code","start of records (or creation of council)","end of records (or abolition of council)",url,"last update"
368,Halton,U1,,54,LAB,LAB,3,46,3,1,0,0,0,0,0,0,0,0,0,0,0,1,"54 seats from 2020. One-off all-up.",E06000006,2016,2030,http://councillors.halton.gov.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2021-10-24
369,Hartlepool,U1,,36,NOC,IND/CON,13,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,"36 seats from 2020. One-off all-up.",E06000001,2016,2030,https://www.hartlepool.gov.uk/councillors/name,2021-03-22
340,Herefordshire,U1,,53,NOC,IND/GRN,14,0,7,7,0,0,0,0,0,0,0,0,0,0,25,0,,E06000019,2016,2030,http://councillors.herefordshire.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=2&zTS=undefined,2021-06-11
342,"Isle of Wight",U1,LC,39,NOC,IND/GRN,18,1,1,2,0,0,0,0,0,0,0,0,0,0,17,0,,E06000046,2016,2030,https://www.iwight.com/councillor/azCouncillors.aspx,2021-03-11
343,Leicester,U1,,54,LAB,"LAB Mayor",1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,E06000016,2016,2030,http://www.cabinet.leicester.gov.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2021-07-30
344,Luton,U1,,48,LAB,LAB,3,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,E06000032,2016,2030,http://democracy.luton.gov.uk/cmis5public/Councillors.aspx,2021-11-01
345,Medway,U1,,55,CON,CON,32,20,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,E06000035,2016,2030,https://democracy.medway.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-14
346,Middlesbrough,U1,,46,NOC,"IND Mayor",3,18,0,0,0,0,0,0,0,0,0,0,0,0,24,1,,E06000002,2016,2030,https://www.middlesbrough.gov.uk/mayor-council-and-councillors/councillors-and-council-meetings/councillors,2021-11-14
347,"North Lincolnshire",U1,,43,CON,CON,28,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,E06000013,2016,2030,http://www.northlincs.gov.uk/your-council/have-your-say/councillors-and-mps/councillors/,2021-06-11
348,"North Somerset",U1,,50,NOC,IND/LD/LAB/GRN,13,6,10,4,0,0,0,0,0,0,0,0,0,0,17,0,,E06000024,2016,2030,http://www.n-somerset.gov.uk/my-council/councillors/councillor/find-your-councillors/list-of-councillors/,2021-07-30
349,Northumberland,U1,LC,67,NOC,"CON min",33,21,3,2,0,0,0,0,0,0,0,0,0,0,7,1,,E07000154,2016,2030,http://committee.northumberland.gov.uk/CouncillorSearch.aspx,2021-11-14
350,Nottingham,U1,,55,LAB,LAB,2,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,E06000018,2016,2030,http://www.nottinghamcity.gov.uk/about-the-council/councillors-and-leadership/find-a-councillor/,2021-10-17
352,"Redcar and Cleveland",U1,,59,NOC,IND/LD,6,14,13,0,0,0,0,0,0,0,0,0,0,0,26,0,,E06000003,2016,2030,https://www.redcar-cleveland.gov.uk/about-the-council/councillors/Pages/Your-Councillor.aspx?search=Name,2021-06-11
353,Rutland,U1,,27,CON,CON,13,1,4,1,0,0,0,0,0,0,0,0,0,0,7,1,,E06000017,2016,2030,http://rutlandcounty.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-14
354,Shropshire,U1,LC,74,CON,CON,43,9,14,4,0,0,0,0,0,0,0,0,0,0,4,0,,E06000051,2016,2030,http://shropshire.gov.uk/committee-services/mgMemberIndex.aspx?FN=PARTY,2021-04-01
355,"South Gloucestershire",U1,CO,61,CON,CON,33,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,E06000025,2016,2030,https://council.southglos.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
356,Stockton-on-Tees,U1,,56,NOC,"LAB min",16,24,1,0,0,0,0,0,0,0,0,0,0,0,15,0,,E06000004,2016,2030,http://www.egenda.stockton.gov.uk/aksstockton/users/public/admin/main.pl?op=ListCurrentMembers,2021-06-11
357,Stoke-on-Trent,U1,,44,NOC,"CON min",22,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,E06000021,2016,2030,http://www.moderngov.stoke.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-07-06
358,"Telford and Wrekin",U1,,54,LAB,LAB,14,35,4,0,0,0,0,0,0,0,0,0,0,0,1,0,,E06000020,2016,2030,https://democracy.telford.gov.uk/mgMemberIndex.aspx?bcr=1,2021-06-12
359,Torbay,U1,,36,NOC,LD/IND,14,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,,E06000027,2016,2030,http://www.torbay.gov.uk/DemocraticServices/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-12
360,Warrington,U1,LC,58,LAB,LAB,11,35,8,0,0,0,0,0,0,0,0,0,0,0,4,0,,E06000007,2016,2030,https://www.warrington.gov.uk/councillors/name,2021-06-12
361,"West Berkshire",U1,,43,CON,CON,23,0,16,3,0,0,0,0,0,0,0,0,0,0,0,1,,E06000037,2016,2030,http://decisionmaking.westberks.gov.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=ALPHA,2021-11-14
362,Wiltshire,U1,,98,CON,CON,61,3,27,0,0,0,0,0,0,0,0,0,0,0,7,0,,E06000054,2016,2030,http://cms.wiltshire.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-02-24
363,"Windsor and Maidenhead",U1,,41,CON,CON,22,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,,E06000040,2016,2030,http://rbwm.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
364,York,U1,,47,NOC,LD/GRN,2,17,21,3,0,0,0,0,0,0,0,0,0,0,4,0,,E06000014,2016,2030,http://democracy.york.gov.uk/mgMemberIndex.aspx,2020-10-15
365,"Blackburn with Darwen",U3,,51,LAB,LAB,13,35,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,E06000008,2016,2030,https://democracy.blackburn.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2021-06-18
367,Derby,U3,,51,NOC,"CON min",21,13,8,0,0,0,0,0,0,0,0,0,0,0,9,0,,E06000015,2016,2030,https://cmis.derby.gov.uk/cmis5/Councillors/tabid/62/ScreenMode/Alphabetical/Default.aspx,2021-03-07
341,"Kingston upon Hull",U3,,57,LAB,LAB,1,30,25,0,0,0,0,0,0,0,0,0,0,0,1,0,,E06000010,2016,2030,https://cmis.hullcc.gov.uk/cmis/CouncillorsandSeniorOfficers/CouncillorsandSeniorOfficers.aspx,2021-08-03
370,"Milton Keynes",U3,,57,NOC,LAB/LD,18,22,15,0,0,0,0,0,0,0,0,0,0,0,2,0,,E06000042,2016,2030,http://milton-keynes.cmis.uk.com/milton-keynes/Councillors.aspx,2021-06-12
371,"North East Lincolnshire",U3,,42,CON,CON,32,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,E06000012,2016,2030,https://www.nelincs.gov.uk/your-council/councillors-mps-and-meps/find-your-councillor/councillors-by-party/,2021-07-06
372,Peterborough,U3,,60,NOC,"CON min",29,17,8,3,0,0,0,0,0,0,0,0,0,0,3,0,,E06000031,2016,2030,http://democracy.peterborough.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-18
373,Plymouth,U3,,57,NOC,"CON min",25,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,E06000026,2016,2030,https://democracy.plymouth.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0,2021-11-14
374,Portsmouth,U3,,42,NOC,"LD min",17,7,15,0,0,0,0,0,0,0,0,0,0,0,3,0,,E06000044,2016,2030,http://democracy.portsmouth.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-07-01
375,Reading,U3,,46,LAB,LAB,10,29,2,5,0,0,0,0,0,0,0,0,0,0,0,0,,E06000038,2016,2030,http://www.reading.gov.uk/cllrdavidabsolom,2021-03-28
376,Slough,U3,,42,LAB,LAB,5,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,E06000039,2016,2030,http://democracy.slough.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0,2021-10-01
377,Southampton,U3,,48,CON,CON,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E06000045,2016,2030,http://www.southampton.gov.uk/modernGov/mgMemberIndex.aspx?bcr=1,2021-04-01
378,Southend-on-Sea,U3,,51,NOC,LAB/IND/LD,23,13,5,0,0,0,0,0,0,0,0,0,0,0,10,0,,E06000033,2016,2030,http://democracy.southend.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-14
379,Swindon,U3,,57,CON,CON,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E06000030,2016,2030,http://ww5.swindon.gov.uk/moderngov/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=2,2021-06-25
380,Thurrock,U3,,49,CON,CON,29,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,E06000034,2016,2030,https://www.thurrock.gov.uk/current-councillors,2020-05-24
381,Wokingham,U3,,54,CON,CON,31,2,18,0,0,0,0,0,0,0,0,0,0,0,3,0,,E06000041,2016,2030,http://wokingham.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-08-19
382,"Blaenau Gwent",W1,,41,IND,IND,0,12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,,W06000019,2016,2030,https://www.blaenau-gwent.gov.uk/en/council/councillors-and-committees/councillor-directory/,2021-04-02
383,Bridgend,W1,,54,NOC,"LAB min",7,24,1,0,0,2,0,0,0,0,0,0,0,0,19,1,,W06000013,2016,2030,https://democratic.bridgend.gov.uk/mgMemberIndex.aspx?FN=ALPHA&VW=TABLE&PIC=1,2021-11-14
384,Caerphilly,W1,,73,LAB,LAB,0,49,0,0,0,18,0,0,0,0,0,0,0,0,6,0,,W06000018,2016,2030,http://www.democracy.caerphilly.gov.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=,2021-08-05
385,Cardiff,W1,,75,LAB,LAB,21,39,11,0,0,0,0,0,0,0,0,0,0,0,4,0,,W06000015,2016,2030,http://cardiff.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-14
386,Carmarthenshire,W1,,74,NOC,PC/IND,1,17,0,0,0,37,0,0,0,0,0,0,0,0,19,0,,W06000010,2016,2030,http://democracy.carmarthenshire.gov.wales/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-01
387,Ceredigion,W1,,42,NOC,PC/IND,0,0,8,0,0,20,0,0,0,0,0,0,0,0,14,0,,W06000008,2016,2030,https://www.ceredigion.gov.uk/your-council/councillors-committees/councillors/,2020-06-25
388,Conwy,W1,,59,NOC,CON/IND,15,6,4,0,0,9,0,0,0,0,0,0,0,0,25,0,,W06000003,2016,2030,http://modgoveng.conwy.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0,2021-04-01
389,Denbighshire,W1,,47,NOC,CON/PC/IND,15,11,0,0,0,9,0,0,0,0,0,0,0,0,12,0,,W06000004,2016,2030,https://moderngov.denbighshire.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&LLL=0,2021-11-14
390,Flintshire,W1,,70,NOC,"LAB min",6,35,5,0,0,0,0,0,0,0,0,0,0,0,24,0,,W06000005,2016,2030,http://cyfarfodyddpwyllgor.siryfflint.gov.uk/mgMemberIndex.aspx?FN=GROUPING&VW=LIST&PIC=0&LLL=1,2021-10-17
391,Gwynedd,W1,,75,PC,PC,0,1,1,0,0,40,0,0,0,0,0,0,0,0,33,0,,W06000002,2016,2030,https://democracy.cyngor.gwynedd.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-07-08
392,"Isle of Anglesey",W1,,30,NOC,PC/IND,0,2,1,0,0,14,0,0,0,0,0,0,0,0,13,0,,W06000001,2016,2030,http://democracy.anglesey.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&LLL=0,2021-06-12
393,"Merthyr Tydfil",W1,,33,IND,IND,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,1,,W06000024,2016,2030,http://democracy.merthyr.gov.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=PARTY,2021-11-04
394,Monmouthshire,W1,,43,CON,CON,25,9,3,0,0,0,0,0,0,0,0,0,0,0,6,0,,W06000021,2016,2030,https://democracy.monmouthshire.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-04
395,"Neath Port Talbot",W1,,64,LAB,LAB,0,39,1,0,0,15,0,0,0,0,0,0,0,0,9,0,,W06000012,2016,2030,https://democracy.npt.gov.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=PARTY,2021-07-08
396,Newport,W1,,50,LAB,LAB,13,29,2,0,0,0,0,0,0,0,0,0,0,0,5,1,,W06000022,2016,2030,https://democracy.newport.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0&LLL=0,2021-10-31
397,Pembrokeshire,W1,,60,NOC,IND/LAB/LD/PC,11,7,1,0,1,6,0,0,0,0,0,0,0,0,34,0,,W06000009,2016,2030,http://mgenglish.pembrokeshire.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
398,Powys,W1,,73,NOC,IND/CON,17,8,14,0,0,3,0,0,0,0,0,0,0,0,31,0,,W06000023,2016,2030,http://powys.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-02
399,"Rhondda Cynon Taf",W1,,75,LAB,LAB,3,48,0,0,0,17,0,0,0,0,0,0,0,0,7,0,,W06000016,2016,2030,http://www.rctcbc.gov.uk/EN/Council/CouncillorsCommitteesandMeetings/Councillors/Councillors.aspx?CouncillorsListing_DisplayMode=Party,2021-07-30
400,Swansea,W1,,72,LAB,LAB,9,48,7,0,0,0,0,0,0,0,0,0,0,0,8,0,,W06000011,2016,2030,http://democracy.swansea.gov.uk/mgMemberIndex.aspx?bcr=1&LLL=0?Lang=eng,2021-06-12
401,Torfaen,W1,,44,LAB,LAB,4,27,0,0,0,0,0,0,0,0,0,0,0,0,12,1,,W06000020,2016,2030,http://moderngov.torfaen.gov.uk/mgMemberIndex.aspx?bcr=1,2021-06-12
402,"Vale of Glamorgan",W1,,47,NOC,LAB/IND,15,13,0,0,0,4,0,0,0,0,0,0,0,0,15,0,,W06000014,2016,2030,https://www.valeofglamorgan.gov.uk/en/our_council/Council-Structure/councillors/Councillors.aspx,2021-06-18
403,Wrexham,W1,,52,NOC,IND/CON,9,11,2,0,0,5,0,0,0,0,0,0,0,0,25,0,,W06000006,2016,2030,https://moderngov.wrexham.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0&LLL=0,2021-11-01
