id,name,"model (C=county, D=district, 1=all-up, 3=thirds, etc.)","type (LC=leader&cabinet, etc.)",total,majority,coalition,con,lab,ld,grn,ukip,pc,snp,dup,sf,uup,sdlp,ali,tuv,pup,ind,vacant,boundary,"ons code","start of records (or creation of council)","end of records (or abolition of council)",url,"last update"
112,"Oadby and Wigston",D1,AA,26,LD,LD,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000135,2016,2030,http://moderngov.oadby-wigston.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
169,Oxford,D1,LC,48,LAB,LAB,0,34,9,3,0,0,0,0,0,0,0,0,0,0,2,0,"Boundary changes 2020. One-off all-up.",E07000178,2016,2030,http://mycouncil.oxford.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
201,Pendle,D1,LC,33,CON,CON,18,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"33 seats from 2020. One-off all-up.",E07000122,2016,2030,https://www.pendle.gov.uk/councillors/name,2021-04-01
114,"Ribble Valley",D1,AA,40,CON,CON,28,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,,E07000124,2016,2030,https://www.ribblevalley.gov.uk/councillors/name,2021-09-01
115,Richmondshire,D1,LC,24,NOC,IND/LD,9,0,3,1,0,0,0,0,0,0,0,0,0,0,11,0,"New N Yorkshire unitary elections in 2022, Richmondshire to be abolished 2023.",E07000166,2016,2023,https://www.richmondshire.gov.uk/council-and-democracy/councillors/councillors-information/,2020-05-25
116,Rother,D1,LC,38,NOC,IND/LD/LAB,14,3,7,1,0,0,0,0,0,0,0,0,0,0,13,0,,E07000064,2016,2030,http://www.rother.gov.uk/index.cfm?articleid=179,2021-06-11
117,Rushcliffe,D1,LC,44,CON,CON,27,7,3,2,0,0,0,0,0,0,0,0,0,0,5,0,,E07000176,2016,2030,https://democracy.rushcliffe.gov.uk/mgMemberIndex.aspx?bcr=1,2021-10-17
118,Ryedale,D1,AA,30,NOC,IND/LD,11,0,2,0,0,0,0,0,0,0,0,0,0,0,16,1,"New N Yorkshire unitary elections in 2022, Ryedale to be abolished 2023.",E07000167,2016,2023,http://democracy.ryedale.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-10-24
119,Scarborough,D1,LC,46,NOC,LAB/IND,12,13,0,2,0,0,0,0,0,0,0,0,0,0,19,0,"New N Yorkshire unitary elections in 2022, Scarborough to be abolished 2023.",E07000168,2016,2023,https://democracy.scarborough.gov.uk/mgMemberIndex.aspx?bcr=1,2021-06-18
120,Sedgemoor,D1,LC,48,CON,CON,29,11,7,0,0,0,0,0,0,0,0,0,0,0,1,0,"New Somerset unitary elections in 2022, Sedgemoor to be abolished 2023.",E07000188,2016,2023,http://www.sedgemoor.gov.uk/councillors,2021-04-01
121,Selby,D1,LC,31,CON,CON,19,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"New N Yorkshire unitary elections in 2022, Selby to be abolished 2023.",E07000169,2016,2023,http://www.selby.gov.uk/councillors,2021-06-11
122,Sevenoaks,D1,LC,54,CON,CON,46,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,,E07000111,2016,2030,http://cds.sevenoaks.gov.uk/mgMemberIndex.aspx?bcr=1,2021-06-11
411,"Somerset West and Taunton",D1,,59,LD,LD,10,3,30,2,0,0,0,0,0,0,0,0,0,0,14,0,"New Somerset unitary elections in 2022, SW&T to be abolished 2023.",,2019,2023,https://democracy.somersetwestandtaunton.gov.uk/mgMemberIndex.aspx?bcr=1,2021-10-17
124,"South Bucks",D1,LC,0,CON,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Merged into Bucks UA in 2020.",E07000006,2016,2019,http://sbdc-spider2.southbucks.gov.uk/democracy/mgMemberIndex.aspx?bcr=1,2020-05-24
125,"South Cambridgeshire",D1,LC,45,LD,LD,11,2,30,0,0,0,0,0,0,0,0,0,0,0,1,1,,E07000012,2016,2030,http://scambs.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-14
126,"South Derbyshire",D1,AA,36,NOC,"LAB min",15,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,E07000039,2016,2030,http://south-derbys.cmis.uk.com/south-derbys/Councillors.aspx,2021-09-19
127,"South Hams",D1,LC,31,CON,CON,16,0,10,2,0,0,0,0,0,0,0,0,0,0,3,0,,E07000044,2016,2030,https://www.southhams.gov.uk/councillorsSH,2021-06-11
128,"South Holland",D1,LC,37,CON,CON,24,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,,E07000140,2016,2030,https://democracy.sholland.gov.uk/mgMemberIndex.aspx?bcr=1,2021-11-01
129,"South Kesteven",D1,LC,56,CON,CON,37,3,2,0,0,0,0,0,0,0,0,0,0,0,14,0,,E07000141,2016,2030,http://moderngov.southkesteven.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=1,2021-11-01
131,"South Norfolk",D1,LC,46,CON,CON,35,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000149,2016,2030,http://www.south-norfolk.gov.uk/your-councillors,2020-03-01
132,"South Northamptonshire",D1,LC,0,CON,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Merged into West Northants UA in 2021.",E07000155,2016,2020,http://modgov.southnorthants.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2021-04-01
133,"South Oxfordshire",D1,LC,36,NOC,LD/GRN,10,3,13,5,0,0,0,0,0,0,0,0,0,0,5,0,,E07000179,2016,2030,http://democratic.southoxon.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
134,"South Ribble",D1,LC,50,NOC,"LAB min",22,21,5,0,0,0,0,0,0,0,0,0,0,0,1,1,,E07000126,2016,2030,http://southribble.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,2021-10-17
135,"South Somerset",D1,LC,60,LD,LD,14,0,40,1,0,0,0,0,0,0,0,0,0,0,5,0,"New Somerset unitary elections in 2022, S Somerset to be abolished 2023.",E07000189,2016,2023,http://modgov.southsomerset.gov.uk/mgMemberIndex.aspx?bcr=1,2021-02-18
136,"South Staffordshire",D1,LC,49,CON,CON,36,1,0,3,1,0,0,0,0,0,0,0,0,0,8,0,,E07000196,2016,2030,https://services.sstaffs.gov.uk/cmis/Councillors.aspx,2021-11-01
137,Spelthorne,D1,LC,39,NOC,LD/IND,18,2,8,1,0,0,0,0,0,0,0,0,0,0,10,0,,E07000213,2016,2030,http://democracy.spelthorne.gov.uk/mgMemberIndex.aspx?bcr=1,2021-07-30
407,Stafford,D1,LC,40,CON,CON,22,10,0,1,0,0,0,0,0,0,0,0,0,0,7,0,,E07000197,2016,2030,http://www.staffordbc.gov.uk/DemServCouncillors,2021-08-01
139,"Staffordshire Moorlands",D1,LC,56,NOC,CON/IND,27,13,1,0,0,0,0,0,0,0,0,0,0,0,15,0,,E07000198,2016,2030,https://democracy.staffsmoorlands.gov.uk/mgMemberIndexGroup.aspx?g=smcllrs&m=smcllrs,2021-06-11
140,Stratford-on-Avon,D1,LC,36,CON,CON,19,0,12,1,0,0,0,0,0,0,0,0,0,0,4,0,,E07000221,2016,2030,https://democracy.stratford.gov.uk/mgMemberIndex.aspx?bcr=1,2021-02-18
212,Stroud,D1,LC,51,NOC,LAB/GRN/LD,20,15,3,13,0,0,0,0,0,0,0,0,0,0,0,0,,E07000082,2016,2030,https://www.stroud.gov.uk/council-and-democracy/your-councillors/your-councillors-by-name,2021-04-01
142,"Surrey Heath",D1,LC,35,CON,CON,18,1,8,2,0,0,0,0,0,0,0,0,0,0,6,0,,E07000214,2016,2030,http://surreyheath.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,2021-10-17
143,Swale,D1,LC,47,NOC,LAB/IND/LD/GRN,17,10,4,2,0,0,0,0,0,0,0,0,0,0,14,0,,E07000113,2016,2030,http://services.swale.gov.uk/meetings/mgMemberIndex.aspx?bcr=1,2021-10-01
145,Teignbridge,D1,LC,47,LD,LD,12,0,23,0,0,0,0,0,0,0,0,0,0,0,12,0,,E07000045,2016,2030,https://democracy.teignbridge.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
146,Tendring,D1,LC,48,NOC,CON/UKIP/IND,21,6,2,0,1,0,0,0,0,0,0,0,0,0,18,0,,E07000076,2016,2030,http://tdcdemocracy.tendringdc.gov.uk/mgMemberIndex.aspx?bcr=1,2021-06-11
147,"Test Valley",D1,LC,43,CON,CON,26,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,,E07000093,2016,2030,https://democracy.testvalley.gov.uk/mgMemberIndex.aspx?bcr=1,2021-06-11
148,Tewkesbury,D1,LC,38,CON,CON,23,0,8,1,0,0,0,0,0,0,0,0,0,0,5,1,,E07000083,2016,2030,http://minutes.tewkesbury.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0&J=1,2021-10-17
149,Thanet,D1,LC,56,NOC,"CON min",26,17,0,4,0,0,0,0,0,0,0,0,0,0,9,0,,E07000114,2016,2030,http://democracy.thanet.gov.uk/mgMemberIndex.aspx?bcr=1,2021-11-14
150,"Tonbridge and Malling",D1,LC,54,CON,CON,36,1,8,3,0,0,0,0,0,0,0,0,0,0,3,3,,E07000115,2016,2030,https://democracy.tmbc.gov.uk/mgMemberIndex.aspx?bcr=1,2021-11-14
151,Torridge,D1,AA,36,NOC,IND,11,3,2,2,0,0,0,0,0,0,0,0,0,0,17,1,,E07000046,2016,2030,https://democracy.torridge.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-11-14
152,Uttlesford,D1,LC,39,IND,IND,5,0,5,3,0,0,0,0,0,0,0,0,0,0,26,0,,E07000077,2016,2030,https://uttlesford.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
153,"Vale of White Horse",D1,LC,38,LD,LD,7,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,,E07000180,2016,2030,http://democratic.whitehorsedc.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
154,Warwick,D1,LC,44,NOC,CON/IND,19,5,9,8,0,0,0,0,0,0,0,0,0,0,2,1,,E07000222,2016,2030,https://estates8.warwickdc.gov.uk/cmis/,2021-11-01
156,Waverley,D1,LC,57,NOC,IND/LD/LAB/GRN,22,2,15,2,0,0,0,0,0,0,0,0,0,0,16,0,,E07000216,2016,2030,https://modgov.waverley.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-10-17
157,Wealden,D1,LC,45,CON,CON,30,0,5,2,0,0,0,0,0,0,0,0,0,0,7,1,,E07000065,2016,2030,http://council.wealden.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2021-10-24
158,Wellingborough,D1,AA,0,CON,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Merged into North Northants UA in 2021.",E07000156,2016,2020,http://www.wellingborough.gov.uk/councillors/name,2021-04-01
159,"West Devon",D1,AA,31,NOC,"CON min",14,1,1,2,0,0,0,0,0,0,0,0,0,0,12,1,,E07000047,2016,2030,https://www.westdevon.gov.uk/councillorsWD,2021-10-17
160,"West Lindsey",D1,AA,36,NOC,"CON min",17,0,12,0,0,0,0,0,0,0,0,0,0,0,6,1,,E07000142,2016,2030,https://democracy.west-lindsey.gov.uk/mgMemberIndex.aspx?bcr=1,2021-11-14
410,"West Suffolk",D1,,64,CON,CON,41,4,0,1,0,0,0,0,0,0,0,0,0,0,18,0,,,2019,2030,https://democracy.westsuffolk.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0,2021-10-01
162,Wychavon,D1,LC,45,CON,CON,35,0,6,2,0,0,0,0,0,0,0,0,0,0,1,1,,E07000238,2016,2030,http://mgov.wychavon.gov.uk/modern.gov/mgFindMember.aspx?XXR=0&AC=USERSEARCH,2021-10-01
163,Wycombe,D1,LC,0,CON,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Merged into Bucks UA in 2020.",E07000007,2016,2019,https://councillors.wycombe.gov.uk/mgMemberIndex.aspx?bcr=1,2020-05-24
164,Wyre,D1,LC,50,CON,CON,37,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,E07000128,2016,2030,https://wyre.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,2021-02-18
226,"Wyre Forest",D1,LC,33,NOC,IND/LD/LAB/GRN,12,2,3,1,0,0,0,0,0,0,0,0,0,0,14,1,,E07000239,2016,2030,http://www.wyreforestdc.gov.uk/the-council/councillors-committees-and-meetings/your-district-councillor.aspx,2021-11-01
165,Adur,D2,LC,29,CON,CON,18,7,0,1,0,0,0,0,0,0,0,0,0,0,2,1,,E07000223,2016,2030,https://democracy.adur-worthing.gov.uk/mgMemberIndexGroup.aspx?bcr=1&g=MEMADC&m=MEMADC,2021-11-01
166,Cheltenham,D2,LC,40,LD,LD,7,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,,E07000078,2016,2030,https://democracy.cheltenham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-08-05
189,Fareham,D2,LC,31,CON,CON,23,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,,E07000087,2016,2030,http://moderngov.fareham.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=TABLE&PIC=1,2021-03-30
167,Gosport,D2,AA,34,CON,CON,19,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000088,2016,2030,https://democracy.gosport.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
82,Hastings,D2,LC,32,LAB,LAB,12,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,E07000062,2016,2030,http://hastings.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
168,"Nuneaton and Bedworth",D2,LC,34,CON,CON,24,6,0,1,0,0,0,0,0,0,0,0,0,0,2,1,,E07000219,2016,2030,https://www.nuneatonandbedworth.gov.uk/councillors/name,2021-10-17
170,"Amber Valley",D3,LC,45,CON,CON,28,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,E07000032,2016,2030,https://www.ambervalley.gov.uk/councillors-and-elections/borough-councillors/,2021-10-17
171,Basildon,D3,LC,42,CON,CON,25,10,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,E07000066,2016,2030,http://www.basildonmeetings.info/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0,2021-10-17
172,"Basingstoke and Deane",D3,LC,54,CON,CON,33,10,5,0,0,0,0,0,0,0,0,0,0,0,6,0,"All 54 wards up in 2021, then back to thirds.",E07000084,2016,2030,https://democracy.basingstoke.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
173,Brentwood,D3,AA,37,CON,CON,23,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000068,2016,2030,http://brentwood.moderngov.co.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=ALPHA,2021-02-16
174,Broxbourne,D3,LC,30,CON,CON,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000095,2016,2030,https://www.broxbourne.gov.uk/councillors,2021-04-01
175,Burnley,D3,LC,45,NOC,LAB/LD,9,18,8,5,0,0,0,0,0,0,0,0,0,0,5,0,,E07000117,2016,2030,https://burnley.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=TABLE&PIC=1,2021-04-01
177,"Cannock Chase",D3,LC,41,CON,CON,24,9,2,1,0,0,0,0,0,0,0,0,0,0,5,0,,E07000192,2016,2030,http://www.cannockchasedc.gov.uk/council/about-council/your-councillors,2021-04-01
178,Carlisle,D3,LC,39,CON,CON,20,13,1,1,0,0,0,0,0,0,0,0,0,0,4,0,"New W Cumbria unitary elections in 2022, Carlisle to be abolished 2023.",E07000028,2016,2023,https://carlisle.cmis.uk.com/CarlisleCityCouncillors.aspx,2021-11-14
179,"Castle Point",D3,LC,41,CON,CON,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,,E07000069,2016,2030,https://www.castlepoint.gov.uk/councillors,2021-04-01
180,Cherwell,D3,LC,48,CON,CON,31,9,3,1,0,0,0,0,0,0,0,0,0,0,4,0,,E07000177,2016,2030,http://modgov.cherwell.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-02-18
182,Colchester,D3,LC,51,NOC,CON/IND,23,11,12,2,0,0,0,0,0,0,0,0,0,0,3,0,,E07000071,2016,2030,http://colchester.cmis.uk.com/colchester/Councillors.aspx,2021-04-01
183,Craven,D3,AA,30,NOC,CON/IND1,15,3,1,2,0,0,0,0,0,0,0,0,0,0,9,0,"New N Yorkshire unitary elections in 2022, Craven to be abolished 2023.",E07000163,2016,2023,https://www.cravendc.gov.uk/the-council/councillors/list-of-councillors/,2021-06-11
184,Crawley,D3,LC,36,NOC,LAB/IND,18,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,E07000226,2016,2030,http://democracy.crawley.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-04
185,Daventry,D3,AA,0,CON,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Merged into West Northants UA in 2021.",E07000151,2016,2020,http://cmis.daventrydc.gov.uk/daventry/Councillors/tabid/63/ScreenMode/Alphabetical/Default.aspx,2021-04-01
67,Eastleigh,D3,LC,39,LD,LD,2,0,32,0,0,0,0,0,0,0,0,0,0,0,5,0,,E07000086,2016,2030,https://meetings.eastleigh.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
186,Elmbridge,D3,LC,48,NOC,IND/LD,21,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,,E07000207,2016,2030,http://mygov.elmbridge.gov.uk/mgMemberIndex.aspx?FN=ALPHA,2021-08-31
187,"Epping Forest",D3,LC,58,CON,CON,37,0,3,3,0,0,0,0,0,0,0,0,0,0,15,0,,E07000072,2016,2030,http://rds.eppingforestdc.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
188,Exeter,D3,LC,39,LAB,LAB,6,28,2,2,0,0,0,0,0,0,0,0,0,0,1,0,,E07000041,2016,2030,http://committees.exeter.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-02-18
191,Harlow,D3,AA,33,CON,CON,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000073,2016,2030,http://moderngov.harlow.gov.uk/mgMemberIndex.aspx?bcr=1,2021-07-21
192,Hart,D3,LC,33,NOC,IND/LD,12,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,,E07000089,2016,2030,http://www.hart.gov.uk/district-councillors,2021-02-18
193,Havant,D3,LC,38,CON,CON,34,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,E07000090,2016,2030,http://havant.moderngov.co.uk/mgMemberIndex.aspx?VW=TABLE&PIC=1&FN=PARTY,2021-07-30
194,Hyndburn,D3,LC,35,LAB,LAB,12,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,E07000120,2016,2030,https://democracy.hyndburnbc.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
195,Ipswich,D3,LC,48,LAB,LAB,15,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000202,2016,2030,https://democracy.ipswich.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
196,Lincoln,D3,LC,33,LAB,LAB,10,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000138,2016,2030,http://democratic.lincoln.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
197,Maidstone,D3,LC,55,CON,CON,29,4,12,0,0,0,0,0,0,0,0,0,0,0,10,0,,E07000110,2016,2030,https://services.maidstone.gov.uk/meetings/mgMemberIndex.aspx?bcr=1,2021-10-24
198,"Mole Valley",D3,LC,41,LD,LD,12,0,22,0,0,0,0,0,0,0,0,0,0,0,7,0,,E07000210,2016,2030,https://www.molevalley.gov.uk/home/council/councillors/who-are-your-councillors,2021-04-01
199,"North Hertfordshire",D3,LC,49,NOC,LAB/LD,23,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000099,2016,2030,https://democracy.north-herts.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
200,Norwich,D3,LC,39,LAB,LAB,0,26,3,10,0,0,0,0,0,0,0,0,0,0,0,0,,E07000148,2016,2030,https://cmis.norwich.gov.uk/live/Councillors.aspx,2021-06-18
202,Preston,D3,LC,48,LAB,LAB,11,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000123,2016,2030,http://preston.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
203,Redditch,D3,LC,29,CON,CON,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000236,2016,2030,http://moderngovwebpublic.redditchbc.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
204,"Reigate and Banstead",D3,LC,45,CON,CON,28,0,3,7,0,0,0,0,0,0,0,0,0,0,7,0,,E07000211,2016,2030,https://reigate-banstead.moderngov.co.uk/mgCommitteeDetails.aspx?ID=136,2021-04-01
205,Rochford,D3,LC,39,CON,CON,27,0,3,1,0,0,0,0,0,0,0,0,0,0,8,0,,E07000075,2016,2030,https://rochford.cmis.uk.com/rochford/Members/tabid/62/ScreenMode/Alphabetical/Default.aspx,2021-02-18
206,Rossendale,D3,LC,36,NOC,"LAB min",13,17,0,1,0,0,0,0,0,0,0,0,0,0,5,0,,E07000125,2016,2030,http://www.rossendale.gov.uk/councillors/name,2021-07-21
207,Rugby,D3,LC,42,CON,CON,25,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000220,2016,2030,https://www.rugby.gov.uk/councillors/name,2021-06-25
208,Runnymede,D3,AA,41,CON,CON,26,1,3,0,0,0,0,0,0,0,0,0,0,0,11,0,,E07000212,2016,2030,https://www.runnymede.gov.uk/article/15001/Councillors,2021-04-01
209,Rushmoor,D3,LC,39,CON,CON,29,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000092,2016,2030,http://www.rushmoor.gov.uk/councillors,2021-04-01
130,"South Lakeland",D3,LC,51,LD,LD,14,3,33,1,0,0,0,0,0,0,0,0,0,0,0,0,"E Cumbria shadow authority in 2022, S Lakeland to be abolished in 2023.",E07000031,2016,2023,http://democracy.southlakeland.gov.uk/mgMemberIndex.aspx?bcr=1,2021-10-01
210,"St Albans",D3,LC,58,LD,LD,23,2,30,1,0,0,0,0,0,0,0,0,0,0,2,0,,E07000240,2016,2030,http://stalbans.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
211,Stevenage,D3,LC,39,LAB,LAB,10,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,E07000243,2016,2030,http://democracy.stevenage.gov.uk/mgMemberIndex.aspx?bcr=1,2021-04-01
213,Tamworth,D3,LC,30,CON,CON,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,E07000199,2016,2030,http://democracy.tamworth.gov.uk/mgFindMember.aspx?XXR=0&AC=USERSEARCH&,2021-04-01
214,Tandridge,D3,AA,42,NOC,IND,14,0,9,0,0,0,0,0,0,0,0,0,0,0,19,0,,E07000215,2016,2030,https://tandridge.moderngov.co.uk/mgMemberIndex.aspx,2021-06-18
215,"Three Rivers",D3,LC,39,LD,LD,11,3,23,0,0,0,0,0,0,0,0,0,0,0,2,0,,E07000102,2016,2030,http://www.threerivers.gov.uk/egcl-page/ward-councillors,2021-04-01
216,"Tunbridge Wells",D3,LC,48,CON,CON,23,5,13,0,0,0,0,0,0,0,0,0,0,0,6,1,,E07000116,2016,2030,http://democracy.tunbridgewells.gov.uk/mgMemberIndex.aspx?bcr=1,2021-11-14
217,Watford,D3,MC,36,LD,LD,0,10,24,0,0,0,0,0,0,0,0,0,0,0,2,0,,E07000103,2016,2030,http://watford.moderngov.co.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-04-01
218,"Welwyn Hatfield",D3,LC,48,CON,CON,27,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,,E07000241,2016,2030,https://democracy.welhat.gov.uk/mgMemberIndex.aspx?FN=ALPHA&VW=LIST&PIC=0,2021-10-31
219,"West Lancashire",D3,LC,54,NOC,"LAB min",20,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,E07000127,2016,2030,https://democracy.westlancs.gov.uk/mgMemberIndex.aspx?bcr=1,2021-11-14
220,"West Oxfordshire",D3,LC,49,CON,CON,28,8,10,1,0,0,0,0,0,0,0,0,0,0,2,0,,E07000181,2016,2030,http://cmis.westoxon.gov.uk/cmis/Councillors.aspx,2021-03-30
222,Winchester,D3,LC,45,LD,LD,16,0,27,0,0,0,0,0,0,0,0,0,0,0,2,0,,E07000094,2016,2030,https://democracy.winchester.gov.uk/mgMemberIndex.aspx?bcr=1,2021-02-18
223,Woking,D3,LC,30,NOC,"CON min",13,3,12,0,0,0,0,0,0,0,0,0,0,0,2,0,,E07000217,2016,2030,https://moderngov.woking.gov.uk/mgMemberIndex.aspx?bcr=1,2021-02-18
224,Worcester,D3,LC,35,CON,CON,18,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,E07000237,2016,2030,http://committee.worcester.gov.uk/mgMemberIndex.aspx?FN=WARD&J=2,2021-04-01
225,Worthing,D3,LC,37,CON,CON,18,15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,E07000229,2016,2030,https://www.adur-worthing.gov.uk/councillors-and-mps/councillors-worthing/,2021-11-01
227,"Barking and Dagenham",L1,LC,51,LAB,LAB,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000002,2016,2030,https://modgov.lbbd.gov.uk/Internet/mgMemberIndex.aspx,2021-06-11
228,Barnet,L1,LC,63,CON,CON,37,23,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,E09000003,2016,2030,https://barnet.moderngov.co.uk/mgMemberIndex.aspx?bcr=1,2021-06-11
229,Bexley,L1,LC,45,CON,CON,34,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,E09000004,2016,2030,http://democracy.bexley.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
230,Brent,L1,LC,63,LAB,LAB,3,58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,E09000005,2016,2030,http://democracy.brent.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-18
231,Bromley,L1,LC,60,CON,CON,50,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,E09000006,2016,2030,http://cds.bromley.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-06-11
232,Camden,L1,LC,54,LAB,LAB,7,42,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,E09000007,2016,2030,http://democracy.camden.gov.uk/mgMemberIndex.aspx?FN=PARTY&VW=LIST&PIC=0,2021-10-14
233,Croydon,L1,LC,70,LAB,LAB,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000008,2016,2030,https://democracy.croydon.gov.uk/mgMemberIndex.aspx?FN=WARD&VW=LIST&PIC=0,2021-06-11
234,Ealing,L1,LC,69,LAB,LAB,8,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,E09000009,2016,2030,http://ealing.cmis.uk.com/ealing/Councillors.aspx,2021-09-19
